"Observation.Number"	"dist_cod"	"county"	"district"	"gr_span"	"enrl_tot"	"teachers"	"calw_pct"	"meal_pct"	"computer"	"testscr"	"expn_stu"	"avginc"	"el_pct"	"read_scr"	"math_scr"	"str"	"str2"	"csr"	"above_dummy"
"352"	352	66399	"Nevada"	"Ready Springs Union Elementary"	"KK-08"	567	30.07999992	4.895100117	29.02099991	103	672.0500488	5156.437012	18.59300041	0	673.9000244	670.2000122	18.8497340926855	0.181657848324515	0.181657848324515	1
"353"	353	65219	"Madera"	"Coarsegold Union Elementary"	"KK-08"	953	52.59999847	7.98759985	33.9211998	135	672.2999878	5433.51416	14.26299953	0	668.0999756	676.5	18.1178712494362	0.141657922350472	0.141657922350472	1
"354"	354	68726	"San Luis Obispo"	"Cayucos Elementary"	"KK-08"	296	15.43000031	5.592100143	25.98679924	42	672.3499756	5254.631836	22.75799942	5.405405521	674.5999756	670.0999756	19.1834085582076	0.141891891891892	0.141891891891892	1
"355"	355	64170	"Lassen"	"Richmond Elementary"	"KK-08"	198	9	2.450999975	12.74510002	24	672.4500122	4593.196777	12.64000034	0	672.7000122	672.2000122	22	0.121212121212121	0.121212121212121	1
"356"	356	62109	"Fresno"	"Clay Joint Elementary"	"KK-08"	218	10.10000038	2.242199898	25.1121006	49	672.5500488	4320.678711	11.23799992	6.422018051	669.4000244	675.7000122	21.5841576037644	0.224770642201835	0.224770642201835	1
"357"	357	70995	"Sonoma"	"Waugh Elementary"	"KK-06"	734	36	2.024300098	12.82050037	117	672.6999512	4920.777344	16.95599937	6.539509296	676.0999756	669.2999878	20.3888888888889	0.159400544959128	0.159400544959128	1
"358"	358	70979	"Sonoma"	"Two Rock Union Elementary"	"KK-06"	189	11.60000038	2.07249999	32.12440109	50	673.0499878	6905.869141	17.70899963	14.2857151	679.0999756	667	16.2931029145363	0.264550264550265	0.264550264550265	1
"359"	359	68866	"San Mateo"	"Belmont-Redwood Shores Elementary"	"KK-08"	2528	138.3099976	1.342100024	2.445600033	482	673.25	5729.904297	25.62199974	3.678797483	675	671.5	18.2777821116816	0.190664556962025	0.190664556962025	1
"360"	360	61978	"El Dorado"	"Rescue Union Elementary"	"KK-08"	2987	154.1699982	2.042200089	11.18179989	290	673.2999878	4825.202148	18.72599983	0.502176106	676.0999756	670.5	19.37471644856	0.0970873786407767	0.0970873786407767	1
"361"	361	66779	"Placer"	"Alta-Dutch Flat Union Elementary"	"KK-08"	208	11	9.389699936	32.86380005	21	673.5499878	5388.17041	13.44299984	0	680.5	666.5999756	18.9090909090909	0.100961538461538	0.100961538461538	1
"362"	362	68353	"San Diego"	"San Pasqual Union Elementary"	"KK-08"	379	23.10000038	2.902400017	22.16360092	29	673.5499878	5133.827148	15.18000031	22.69129372	670.5	676.5999756	16.4069261370289	0.0765171503957784	0.0765171503957784	1
"363"	363	61911	"El Dorado"	"Latrobe Elementary"	"KK-08"	145	9.300000191	6.20690012	0	27	673.9000244	5346.15625	19.11700058	0	670.5	677.2999878	15.5913975292519	0.186206896551724	0.186206896551724	1
"364"	364	66407	"Nevada"	"Union Hill Elementary"	"KK-08"	706	37.74000168	2.593699932	23.05480003	103	674.25	4789.309082	13.71199989	0.141643062	676	672.5	18.7069414036126	0.145892351274788	0.145892351274788	1
"365"	365	70961	"Sonoma"	"Twin Hills Union Elementary"	"KK-08"	878	47.90000153	1.375	15.75	105	675.4000244	5329.782227	17.50799942	2.733485222	681	669.7999878	18.3298532767291	0.119589977220957	0.119589977220957	1
"366"	366	62976	"Humboldt"	"Pacific Union Elementary"	"KK-08"	594	33.18000031	12.26889992	25.37820053	75	675.7000122	5371.172852	11.83399963	1.68350172	683	668.4000244	17.902350646482	0.126262626262626	0.126262626262626	1
"367"	367	71696	"Trinity"	"Douglas City Elementary"	"KK-08"	139	7.349999905	20.86330032	66.90650177	40	676.1500244	5771.383789	13.27299976	0	680.0999756	672.2000122	18.9115648702855	0.287769784172662	0.287769784172662	1
"368"	368	66373	"Nevada"	"Pleasant Ridge Union Elementary"	"KK-08"	2089	102.7799988	2.51850009	14.0369997	318	676.5499878	4993.634766	16.3560009	0.143609375	673.7999878	679.2999878	20.3249661839848	0.152225945428435	0.152225945428435	1
"369"	369	66852	"Placer"	"Newcastle Elementary"	"KK-08"	326	16.28000069	4.294499874	11.04290009	42	676.5999756	4854.038086	18.62599945	0	673.2999878	679.9000244	20.0245691758629	0.128834355828221	0.128834355828221	1
"370"	370	72470	"Ventura"	"Mesa Union Elementary"	"KK-08"	516	21.5	0.968999982	27.71319962	50	676.8499756	4392.679688	23.7329998	11.04651165	680.5	673.2000122	24	0.0968992248062016	0.0968992248062016	1
"371"	371	71787	"Trinity"	"Weaverville Elementary"	"KK-08"	449	25.5	12.72729969	48.48479843	50	676.9499512	5884.432129	12.93400002	0	672.7999878	681.0999756	17.6078431372549	0.111358574610245	0.111358574610245	1
"372"	372	70078	"Shasta"	"North Cow Creek Elementary"	"KK-08"	297	15.35000038	2.356899977	4.040400028	70	677.25	4273.993164	13.90600014	0	679	675.5	19.3485337229679	0.235690235690236	0.235690235690236	1
"373"	373	66340	"Nevada"	"Nevada City Elementary"	"KK-08"	1579	80.23999786	5.555600166	21.78030014	165	677.9500122	5146.78418	15.42800045	0.063331224	678.5	677.4000244	19.6784651310059	0.104496516782774	0.104496516782774	1
"374"	374	62893	"Humboldt"	"Jacoby Creek Elementary"	"KK-08"	383	20.45000076	6.005199909	10.18280029	49	678.0500488	5351.522949	15.38099957	0	682.9000244	673.2000122	18.7286056609418	0.127937336814621	0.127937336814621	1
"375"	375	70698	"Sonoma"	"Fort Ross Elementary"	"KK-08"	81	5.099999905	3.614500046	0	14	678.4000244	7667.571777	22.52899933	0	685.2999878	671.5	15.8823532370242	0.172839506172839	0.172839506172839	1
"376"	376	68080	"San Diego"	"Encinitas Union Elementary"	"KK-06"	5259	262.230011	2.395900011	19.09110069	701	678.7999878	5281.708984	23.80609894	15.05989742	679	678.5999756	20.0549127841817	0.133295303289599	0.133295303289599	1
"377"	377	65318	"Marin"	"Dixie Elementary"	"KK-08"	1960	108.9599991	1.941699982	3.730200052	223	679.4000244	5368.50293	24.60300064	1.479591846	684.0999756	674.7000122	17.9882527183318	0.113775510204082	0.113775510204082	1
"378"	378	69492	"Santa Clara"	"Lakeside Joint Elementary"	"KK-06"	151	8.899999619	2.648999929	8.60929966	31	679.5	6429.257324	36.17399979	2.649006605	676.7999878	682.2000122	16.9662928611413	0.205298013245033	0.205298013245033	1
"379"	379	64600	"Los Angeles"	"Hermosa Beach City Elementary"	"KK-08"	946	49.16999817	2.17840004	6.535299778	310	679.6500244	5387.458984	33.45500183	1.47991538	683.0999756	676.2000122	19.2393743178372	0.3276955602537	0.3276955602537	1
"380"	380	70896	"Sonoma"	"Rincon Valley Union Elementary"	"KK-06"	2707	141.0200043	5.1395998	19.23080063	300	679.75	5235.774902	20.4802227	4.469892979	678.7000122	680.7999878	19.1958581581181	0.110823790173624	0.110823790173624	1
"381"	381	66233	"Monterey"	"Washington Union Elementary"	"KK-08"	919	46.88999939	1.049299955	0	141	679.8000488	4829.896484	20.13400078	0.326441795	680.2000122	679.4000244	19.5990618885781	0.153427638737758	0.153427638737758	1
"382"	382	70623	"Sonoma"	"Bennett Valley Union Elementary"	"KK-06"	945	46	4.239900112	10.65149975	216	680.0500488	5088.708008	19.3465004	2.539682627	685.7000122	674.4000244	20.5434782608696	0.228571428571429	0.228571428571429	1
"383"	383	69500	"Santa Clara"	"Loma Prieta Joint Union Elemen"	"KK-08"	738	39.70199966	0	0.67750001	220	680.4500122	5390.118164	36.17399979	0.54200542	684.2000122	676.7000122	18.5884843665328	0.29810298102981	0.29810298102981	1
"384"	384	70789	"Sonoma"	"Kenwood Elementary"	"KK-06"	164	10.51000023	2.352900028	12.94120026	35	681.2999878	6588.430664	22.86333466	11.58536625	682.7999878	679.7999878	15.6041861475773	0.213414634146341	0.213414634146341	1
"385"	385	70797	"Sonoma"	"Liberty Elementary"	"KK-06"	167	10.92000008	0.520799994	11.45829964	29	681.2999878	6196.694824	17.70899963	11.37724495	680.7999878	681.7999878	15.2930401810034	0.173652694610778	0.173652694610778	1
"386"	386	71142	"Stanislaus"	"Knights Ferry Elementary"	"KK-08"	125	7.079999924	4	14.39999962	25	681.5999756	4645.413086	14.17700005	0	688.5	674.7000122	17.6553674211593	0.2	0.2	1
"387"	387	65334	"Marin"	"Kentfield Elementary"	"KK-08"	1091	62.06000137	0.53670001	0.53670001	113	681.9000244	6489.928711	41.0929985	1.37488544	689.7999878	674	17.5797611330282	0.103574702108158	0.103574702108158	1
"388"	388	69104	"Santa Barbara"	"Ballard Elementary"	"KK-06"	134	6	0.746299982	3.731300116	27	682.1500244	5094.958984	21.95700073	2.238806009	681.7999878	682.5	22.3333333333333	0.201492537313433	0.201492537313433	1
"389"	389	70839	"Sonoma"	"Oak Grove Union Elementary"	"KK-08"	600	32	2.694099903	29.31850052	55	682.4500122	4841.958496	16.06399918	5.333333492	680	684.9000244	18.75	0.0916666666666667	0.0916666666666667	1
"390"	390	75002	"Marin"	"Ross Valley Elementary"	"KK-08"	1803	99.59999847	1.924200058	3.621999979	283	682.5499878	6315.3125	25.73699951	2.773155928	685.5999756	679.5	18.1024099166334	0.156960621186911	0.156960621186911	1
"391"	391	69773	"Santa Cruz"	"Mountain Elementary"	"KK-06"	158	7.800000191	13.75	16.25	15	682.6500244	5399.383301	20.47400093	0	687.2999878	678	20.2564097603879	0.0949367088607595	0.0949367088607595	1
"392"	392	68882	"San Mateo"	"Burlingame Elementary"	"KK-08"	2392	127.2200012	1.421399951	6.270899773	439	683.3499756	5429.473633	35.81000137	17.72575188	682.4000244	684.2999878	18.8020749680672	0.183528428093645	0.183528428093645	1
"393"	393	70003	"Shasta"	"Grant Elementary"	"KK-08"	526	28.02000046	3.992399931	11.40680027	33	683.4000244	5644.286133	13.56700039	0	684.5	682.2999878	18.7723051878922	0.0627376425855513	0.0627376425855513	1
"394"	394	69757	"Santa Cruz"	"Happy Valley Elementary"	"KK-06"	141	6.909999847	10.07190037	9.352499962	44	684.3000488	6060.256836	20.0890007	0	680.4000244	688.2000122	20.405210292619	0.312056737588652	0.312056737588652	1
"395"	395	69732	"Santa Cruz"	"Bonny Doon Union Elementary"	"KK-06"	235	12.60000038	4.660999775	5.932199955	30	684.3499756	5319.553711	18.28300095	0.425531894	688.5	680.2000122	18.6507930883094	0.127659574468085	0.127659574468085	1
"396"	396	61812	"Contra Costa"	"Walnut Creek Elementary"	"KK-08"	3280	158.3999939	2.752300024	7.859300137	406	684.8000488	4819.903809	25.23971558	6.067073345	682.2000122	687.4000244	20.7070715045021	0.123780487804878	0.123780487804878	1
"397"	397	69211	"Santa Barbara"	"Hope Elementary"	"KK-06"	1254	57	1.582299948	12.5	0	684.9500122	5208.226074	25.06299973	10.12759113	686.2000122	683.7000122	22	0	0	1
"398"	398	65367	"Marin"	"Larkspur Elementary"	"KK-08"	948	53.56000137	1.793200016	1.898699999	155	686.0500488	5859.964844	30.62849998	3.375527382	692.2000122	679.9000244	17.6997754994643	0.163502109704641	0.163502109704641	1
"399"	399	69419	"Santa Clara"	"Cupertino Union Elementary"	"KK-08"	15228	708.8300171	1.715399981	4.690899849	2232	686.6999512	4962.736816	27.47521591	8.648542404	683.0999756	690.2999878	21.483288845895	0.146572104018913	0.146572104018913	1
"400"	400	69781	"Santa Cruz"	"Pacific Elementary"	"KK-06"	81	4.849999905	13.25300026	20.48189926	21	687.5499878	7614.379395	30.84000015	12.34567928	693.7999878	681.2999878	16.7010312549687	0.259259259259259	0.259259259259259	1
"401"	401	69526	"Santa Clara"	"Los Gatos Union Elementary"	"KK-08"	2768	141.3999939	0.448100001	2.792099953	540	689.0999756	5566.467773	34.15950012	1.589595318	691.5999756	686.5999756	19.5756726973947	0.195086705202312	0.195086705202312	1
"402"	402	69252	"Santa Barbara"	"Montecito Union Elementary"	"KK-06"	535	31	0.079999998	0.720000029	84	691.0499878	7039.949219	43.22999954	1.495327115	693.5	688.5999756	17.258064516129	0.157009345794393	0.157009345794393	1
"403"	403	68387	"San Diego"	"Solana Beach Elementary"	"KK-06"	2542	146.3000031	0.826099992	9.677399635	404	691.3499756	6604.063965	27.94775009	10.38552284	687.7000122	695	17.3752559544546	0.158929976396538	0.158929976396538	1
"404"	404	68965	"San Mateo"	"Menlo Park City Elementary"	"KK-08"	1940	111.8199997	0.412400007	3.917500019	265	691.9000244	6180.148926	49.93899918	6.134020329	693.7000122	690.0999756	17.3493114398569	0.13659793814433	0.13659793814433	1
"405"	405	65425	"Marin"	"Reed Union Elementary"	"KK-08"	1059	65.12000275	0.849900007	1.416399956	272	693.9500122	6460.657227	55.32799911	2.266288996	695.9000244	692	16.2622843255331	0.256846081208687	0.256846081208687	1
"406"	406	65391	"Marin"	"Mill Valley Elementary"	"KK-08"	2340	132.1999969	1.581200004	2.435899973	403	694.25	6415.35498	35.48099899	2.47863245	693.5999756	694.9000244	17.7004542728548	0.172222222222222	0.172222222222222	1
"407"	407	61713	"Contra Costa"	"Lafayette Elementary"	"KK-08"	3469	172.3399963	0	0.1734	496	694.8000488	5230.876953	34.30099869	0.893629253	697.9000244	691.7000122	20.1288155650262	0.142980686076679	0.142980686076679	1
"408"	408	68056	"San Diego"	"Del Mar Union Elementary"	"KK-06"	2106	115.3000031	1.709400058	2.611599922	300	695.1999512	5838.171875	38.62857056	2.421652317	695.0999756	695.2999878	18.2653941316329	0.142450142450142	0.142450142450142	1
"409"	409	69088	"San Mateo"	"Woodside Elementary"	"KK-08"	478	32.86999893	0	0	112	695.2999878	7711.506836	35.34199905	3.765690327	701.2999878	689.2999878	14.5421361594185	0.234309623430962	0.234309623430962	1
"410"	410	61747	"Contra Costa"	"Moraga Elementary"	"KK-08"	1885	98.41999817	0.0506	0.303299993	241	696.5500488	5592.765137	31.05200005	1.962864757	697.4000244	695.7000122	19.1526116139939	0.127851458885942	0.127851458885942	1
"411"	411	61770	"Contra Costa"	"Orinda Union Elementary"	"KK-08"	2422	139.4700012	0	0.123899996	466	698.1999512	5933.154297	40.26399994	0.578034639	699.0999756	697.2999878	17.3657415871593	0.192402972749794	0.192402972749794	1
"412"	412	68908	"San Mateo"	"Hillsborough City Elementary"	"KK-08"	1318	87.05999756	0.151700005	0	412	698.25	7593.405762	35.81000137	2.807283878	695.4000244	701.0999756	15.1389850326111	0.312594840667678	0.312594840667678	1
"413"	413	69161	"Santa Barbara"	"Cold Spring Elementary"	"KK-06"	220	12.32999992	0.45449999	0	22	698.4499512	6500.449707	43.22999954	1.363636374	693.2999878	703.5999756	17.8426602941941	0.1	0.1	1
"414"	414	68981	"San Mateo"	"Portola Valley Elementary"	"KK-08"	687	44.59000015	0.304899991	0	209	699.0999756	7217.263184	50.67699814	1.164483309	698.2999878	699.9000244	15.4070418858252	0.304221251819505	0.304221251819505	1
"415"	415	69682	"Santa Clara"	"Saratoga Union Elementary"	"KK-08"	2341	124.0899963	0.170900002	0.59799999	286	700.3000488	5392.638672	40.40200043	2.050405741	698.9000244	701.7000122	18.8653402353273	0.122170012815036	0.122170012815036	1
"416"	416	68957	"San Mateo"	"Las Lomitas Elementary"	"KK-08"	984	59.72999954	0.101599999	3.556900024	195	704.3000488	7290.338867	28.71699905	5.995934963	700.9000244	707.7000122	16.474133728078	0.198170731707317	0.198170731707317	1
"417"	417	69518	"Santa Clara"	"Los Altos Elementary"	"KK-08"	3724	208.4799957	1.074100018	1.503800035	721	706.75	5741.462891	41.73410797	4.726100922	704	709.5	17.8626250806278	0.193609022556391	0.193609022556391	1
"418"	418	72611	"Ventura"	"Somis Union Elementary"	"KK-08"	441	20.14999962	3.563499928	37.19380188	45	645	4402.831543	23.7329998	24.26303864	648.2999878	641.7000122	21.8858564921402	0.102040816326531	0.102040816326531	0
"419"	419	72744	"Yuba"	"Plumas Elementary"	"KK-08"	101	5	11.88119984	59.40589905	14	672.2000122	4776.336426	9.951999664	2.970297098	667.9000244	676.5	20.2	0.138613861386139	0.138613861386139	1
"420"	420	72751	"Yuba"	"Wheatland Elementary"	"KK-08"	1778	93.40000153	6.923500061	47.57120132	313	655.75	5993.392578	12.50199986	5.005624294	660.5	651	19.0364022577549	0.176040494938133	0.176040494938133	1
